,dummy,trail,region,date,description,condition,link
1393,,Good Descent,Kiryat Tivon,"Nov 20, 2018 @ 8:54pmNov 20, 2018",,Variable,view
1394,,Alonim Cemetery Forest,Kiryat Tivon,"Nov 20, 2018 @ 8:54pmNov 20, 2018",,Variable,view
1395,,Ethiopia,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Variable,view
1396,,Forest Road,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Variable,view
1397,,Millis,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Variable,view
1398,,The Peak,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Variable,view
1399,,Cyprus,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Variable,view
1400,,Cyprus Liar switch,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Variable,view
1401,,S's On The Black,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Variable,view
1402,,Forest Road,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Variable,view
1403,,S's to New Zealand,Horeshan,"Nov 17, 2018 @ 3:54amNov 17, 2018",,Dry,view
1404,,Misgav KKL 08,Misgav,"Nov 8, 2018 @ 10:48pmNov 8, 2018",,Dry,view
1405,,Misgav KKL 09,Misgav,"Nov 8, 2018 @ 10:48pmNov 8, 2018",,Dry,view
1406,,Foxie,Misgav,"Nov 8, 2018 @ 10:48pmNov 8, 2018",,Dry,view
1407,,Misgav KKL 10,Misgav,"Nov 8, 2018 @ 10:48pmNov 8, 2018",,Dry,view
1408,,Flat Tyre,Misgav,"Nov 8, 2018 @ 10:48pmNov 8, 2018",,Dry,view
1409,,Zeevik The Fox,Mishmar HaEmek,"Nov 2, 2018 @ 10:34pmNov 2, 2018",,Very Dry,view
1410,,Snail Hunting,Mishmar HaEmek,"Nov 2, 2018 @ 10:34pmNov 2, 2018",,Very Dry,view
1411,,Pitel,Mishmar HaEmek,"Nov 2, 2018 @ 10:34pmNov 2, 2018",,Very Dry,view
1412,,Aristo,Mishmar HaEmek,"Nov 2, 2018 @ 10:34pmNov 2, 2018",,Very Dry,view
1413,,Yossi #2,Mishmar HaEmek,"Nov 2, 2018 @ 10:34pmNov 2, 2018",,Very Dry,view
1414,,Dan7,Mishmar HaEmek,"Nov 2, 2018 @ 10:34pmNov 2, 2018",,Very Dry,view
1415,,Orange Connection,Horeshan,"Oct 29, 2018 @ 11:33pmOct 29, 2018",,Dry,view
1416,,Shimshit,Alon HaGalil,"Oct 19, 2018 @ 11:06pmOct 19, 2018",,Very Dry,view
1417,,Lazy Cow,Kfar HaHoresh,"Oct 19, 2018 @ 8:40pmOct 19, 2018",reporter,Dry,view
1418,,The Mad Cow,Kfar HaHoresh,"Oct 19, 2018 @ 8:40pmOct 19, 2018",reporter,Very Dry,view
1419,,Eucalyptus,The Forester's House,"Oct 16, 2018 @ 10:26pmOct 16, 2018",,Very Dry,view
1420,,Monsters,The Forester's House,"Oct 16, 2018 @ 10:26pmOct 16, 2018",,Very Dry,view
1421,,Agency,The Forester's House,"Oct 16, 2018 @ 10:26pmOct 16, 2018",,Very Dry,view
1422,,Skeleton,The Forester's House,"Oct 16, 2018 @ 10:26pmOct 16, 2018",,Very Dry,view
1423,,Gilboa Peaks,Jezreel Valley,"Oct 13, 2018 @ 3:24amOct 13, 2018",Unstable soil,Variable,view
1424,,Starter,Mishmar HaEmek,"Oct 12, 2018 @ 8:43pmOct 12, 2018",reporter,Dry,view
1425,,Taliko,Mishmar HaEmek,"Oct 12, 2018 @ 8:43pmOct 12, 2018","Trail is partly blocked, needs maintenance reporter",Dry,view
1426,,Butterflies,Mishmar HaEmek,"Oct 12, 2018 @ 8:43pmOct 12, 2018",reporter,Dry,view
1427,,Pinky,Mishmar HaEmek,"Oct 12, 2018 @ 8:43pmOct 12, 2018","New trail, needs some rain to get smooth and tight reporter",Very Dry,view
1428,,Crater,Ofer Forest,"Oct 5, 2018 @ 9:07pmOct 5, 2018",reporter,Very Dry,view
1429,,Shloohit,Ofer Forest,"Oct 5, 2018 @ 9:07pmOct 5, 2018",reporter,Dry,view
1430,,Darkness,Ofer Forest,"Oct 5, 2018 @ 9:07pmOct 5, 2018",reporter,Dry,view
1431,,Burial Cave,Ofer Forest,"Oct 5, 2018 @ 9:07pmOct 5, 2018",reporter,Dry,view
1432,,Ron,Ofer Forest,"Oct 5, 2018 @ 9:07pmOct 5, 2018",reporter,Dry,view
1433,,Eucalyptus,The Forester's House,"Sep 29, 2018 @ 10:16pmSep 29, 2018","Minor erosion (trail braiding, small ruts developing, brake bumps)",Dry,view
1434,,Terraces,The Forester's House,"Sep 29, 2018 @ 10:07pmSep 29, 2018","Small tree down across trail, can ride over or around",Dry,view
1435,,Alon Ha'Galil Extension,Alon HaGalil,"Sep 29, 2018 @ 8:28pmSep 29, 2018",nice xc trail loose condition needs some rain soon,Very Dry,view
1436,,Rabbit - Upper,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1437,,Stepup Descent,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1438,,Kamikaze,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1439,,Gozemet,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1440,,Dushbag,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1441,,The Swing,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1442,,Forest tour,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1443,,Bathroom,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1444,,Rabbit - Lower,Ofer Forest,"Sep 28, 2018 @ 8:53pmSep 28, 2018",reporter,Dry,view
1445,,Kiryat Ata official,Kiryat Ata Forest,"Sep 27, 2018 @ 10:29pmSep 27, 2018",,Very Dry,view
1446,,Tal El 2,Ahihud Forest,"Sep 23, 2018 @ 9:50pmSep 23, 2018",reporter,Dry,view
1447,,Ahihud,Ahihud Forest,"Sep 23, 2018 @ 9:50pmSep 23, 2018",reporter,Dry,view
1448,,Misgav KKL 08,Misgav,"Sep 21, 2018 @ 9:36pmSep 21, 2018",,Very Dry,view
1449,,Misgav KKL 09,Misgav,"Sep 21, 2018 @ 9:36pmSep 21, 2018",,Very Dry,view
1450,,Foxie,Misgav,"Sep 21, 2018 @ 9:36pmSep 21, 2018",,Very Dry,view
1451,,Misgav KKL 10,Misgav,"Sep 21, 2018 @ 9:36pmSep 21, 2018",,Very Dry,view
1452,,Flat Tyre,Misgav,"Sep 21, 2018 @ 9:36pmSep 21, 2018",,Very Dry,view
1453,,Donut,Misgav,"Sep 21, 2018 @ 9:36pmSep 21, 2018",,Very Dry,view
1454,,Carmel Scenic Route,Haifa,"Sep 21, 2018 @ 9:28pmSep 21, 2018",,Dry,view
1455,,Snail Hunting,Mishmar HaEmek,"Sep 21, 2018 @ 8:43pmSep 21, 2018",reporter,Dry,view
1456,,Snail of a Rabit,Mishmar HaEmek,"Sep 21, 2018 @ 8:43pmSep 21, 2018",reporter,Very Dry,view
1457,,Petra/ The Eagle,Mishmar HaEmek,"Sep 21, 2018 @ 8:43pmSep 21, 2018",reporter,Dry,view
1458,,Pitel,Mishmar HaEmek,"Sep 21, 2018 @ 8:43pmSep 21, 2018",reporter,Very Dry,view
1459,,Aristo,Mishmar HaEmek,"Sep 21, 2018 @ 8:43pmSep 21, 2018",reporter,Very Dry,view
1460,,Tom's climb,Mishmar HaEmek,"Sep 21, 2018 @ 8:43pmSep 21, 2018",reporter,Dry,view
1461,,Yossi #2,Mishmar HaEmek,"Sep 21, 2018 @ 8:43pmSep 21, 2018",reporter,Very Dry,view
1462,,Dan7,Mishmar HaEmek,"Sep 21, 2018 @ 8:43pmSep 21, 2018",reporter,Very Dry,view
1463,,Out Of Bounds,Kiryat Tivon,"Sep 10, 2018 @ 12:06amSep 10, 2018",reporter 1 hours 1 attendees,Dry,view
1464,,T Line,Misgav,"Sep 7, 2018 @ 10:35pmSep 7, 2018",Very dry and looseNeeds a good rain,Very Dry,view
1465,,Pensioners,Mt. Carmel National Park,"Sep 1, 2018 @ 11:55pmSep 1, 2018",Waiting for the rain. A bit tricky climbing,Dry,view
1466,,Kfar Hananya - Inbar,Lower Galillee,"Aug 26, 2018 @ 5:21amAug 26, 2018",,Very Dry,view
1467,,Inbar - Kfar Hananya,Lower Galillee,"Aug 26, 2018 @ 5:21amAug 26, 2018",,Very Dry,view
1468,,Terraces,The Forester's House,"Aug 25, 2018 @ 2:41amAug 25, 2018",A new big fallen tree. Can walk around,Dry,view
1469,,Agency,The Forester's House,"Aug 25, 2018 @ 2:41amAug 25, 2018",,Variable,view
1470,,Timsah South,Ramat Ha'anadiv,"Aug 19, 2018 @ 8:34amAug 19, 2018",,Dry,view
1471,,Hotem,Ramat Ha'anadiv,"Aug 19, 2018 @ 8:34amAug 19, 2018",,Dry,view
1472,,Givat Ela,Alon HaGalil,"Aug 16, 2018 @ 1:35amAug 16, 2018",,Very Dry,view
1473,,Out from Alek Ruins,Ramat Ha'anadiv,"Aug 15, 2018 @ 7:23pmAug 15, 2018",,Dry,view
1474,,Druz,Carmel Mountain,"Aug 12, 2018 @ 1:05amAug 12, 2018",,Variable,view
1475,,Forest Road,Horeshan,"Aug 10, 2018 @ 7:27pmAug 10, 2018",,Dry,view
1476,,The Back Door,Horeshan,"Aug 10, 2018 @ 7:27pmAug 10, 2018",,Dry,view
1477,,Descent to the Hai-Bar,Mt. Carmel National Park,"Aug 7, 2018 @ 1:22amAug 7, 2018",loose rocks,Dry,view
1478,,Ivgy,Kiryat Tivon,"Aug 6, 2018 @ 10:29amAug 6, 2018",The bridge has been repaired. enjoy the ride  reporter 1 attendees,Dry,view
1479,,Terraces,The Forester's House,"Aug 5, 2018 @ 12:10amAug 5, 2018","Small tree down across trail, can ride around (left hand side)",Dry,view
1480,,Zeevik The Fox,Mishmar HaEmek,"Aug 4, 2018 @ 11:58pmAug 4, 2018",,Dry,view
1481,,Access Road,Kfar HaHoresh,"Jul 20, 2018 @ 7:05pmJul 20, 2018",,Very Dry,view
1482,,Motorbike's south west,Mishmar HaEmek,"Jul 20, 2018 @ 7:05pmJul 20, 2018",,Very Dry,view
1483,,Forest Road,Mishmar HaEmek,"Jul 20, 2018 @ 7:05pmJul 20, 2018",,Very Dry,view
1484,,The Orange,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1485,,Motorbikes East,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1486,,Motorbikes North,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1487,,Forest Road,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1488,,The Liar,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1489,,Ethiopia,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1490,,Forest Road,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1491,,Forest Road,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1492,,Forest Road,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1493,,Forest Road (HaNasham),Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1494,,Motorbikes South,Horeshan,"Jul 12, 2018 @ 7:25pmJul 12, 2018",,Dry,view
1495,,Reish La'Kish,Alon HaGalil,"Jun 25, 2018 @ 6:49amJun 25, 2018",great lines,Dry,view
1496,,Kiryat Ata official,Kiryat Ata Forest,"Jun 12, 2018 @ 10:29amJun 12, 2018",,Very Dry,view
1497,,Rocks,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Dry,view
1498,,Georgie,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",Perfect conditions reporter,Variable,view
1499,,Cyprus,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Dry,view
1500,,Across The Hill,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Dry,view
1501,,Joel,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Dry,view
1502,,Cyprus Liar switch,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Dry,view
1503,,Ehud 6,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Dry,view
1504,,Ehud 1,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Dry,view
1505,,Ehud 2,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Dry,view
1506,,New Zealand - The Jungle,Horeshan,"Apr 27, 2018 @ 9:02pmApr 27, 2018",reporter,Variable,view
1507,,Snapir Gateport,Kiryat Tivon,"Apr 19, 2018 @ 10:09pmApr 19, 2018",,Dry,view
1508,,Hanita Matzuva link,Hanita,"Apr 13, 2018 @ 9:04pmApr 13, 2018",reporter,Dry,view
1509,,Hanita,Hanita,"Apr 13, 2018 @ 9:04pmApr 13, 2018",reporter,Dry,view
1510,,Snail Hunting,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1511,,Snail of a Rabit,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1512,,Deers 2,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1513,,Petra/ The Eagle,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1514,,Uria's Corner,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1515,,Bones,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1516,,Pitel,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1517,,Aristo,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1518,,Tom's climb,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1519,,Nettles,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1520,,Dan7,Mishmar HaEmek,"Apr 6, 2018 @ 9:23pmApr 6, 2018",reporter,Dry,view
1521,,Aloney Yitshak East,Kfar Glikson,"Apr 4, 2018 @ 9:19pmApr 4, 2018",Thorns,Dry,view
1522,,Lavi forest,Lower Galillee,"Mar 27, 2018 @ 5:00amMar 27, 2018",,Dry,view
1523,,Ivgy,Kiryat Tivon,"Mar 21, 2018 @ 8:16amMar 21, 2018",Broken bridge. Vandalism !! reporter,Dry,view
1524,,Green Oak,Kiryat Tivon,"Mar 9, 2018 @ 8:26amMar 9, 2018",Tree fell across the trail reporter,Dry,view
1525,,Yagur Descender,The Forester's House,"Mar 3, 2018 @ 3:52amMar 3, 2018",קשה למתחילים  1 hours 1 attendees,Dry,view
1526,,Zeevik The Fox,Mishmar HaEmek,"Mar 2, 2018 @ 10:12pmMar 2, 2018",,Variable,view
1527,,Snail Hunting,Mishmar HaEmek,"Mar 2, 2018 @ 10:12pmMar 2, 2018",,Variable,view
1528,,Snail of a Rabit,Mishmar HaEmek,"Mar 2, 2018 @ 10:12pmMar 2, 2018",,Variable,view
1529,,Pitel,Mishmar HaEmek,"Mar 2, 2018 @ 10:12pmMar 2, 2018",,Variable,view
1530,,Aristo,Mishmar HaEmek,"Mar 2, 2018 @ 10:12pmMar 2, 2018",,Variable,view
1531,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Mar 2, 2018 @ 10:12pmMar 2, 2018",,Variable,view
1532,,The Liar,Horeshan,"Feb 7, 2018 @ 5:14amFeb 7, 2018",middle part destroyed by motocross bikes,Variable,view
1533,,Avi Snapir,Kiryat Tivon,"Jan 12, 2018 @ 11:59pmJan 12, 2018",,Dry,view
1534,,Stepup Descent,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Variable,view
1535,,Gozemet & Beyond,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Dry,view
1536,,Kamikaze,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Dry,view
1537,,Berms,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Unknown,view
1538,,Gozemet,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Variable,view
1539,,Darkness,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Variable,view
1540,,Around The Hill,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Dry,view
1541,,Ron,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Dry,view
1542,,Rabbit - Lower,Ofer Forest,"Jan 12, 2018 @ 8:52pmJan 12, 2018",reporter,Variable,view
1543,,Snail Hunting,Mishmar HaEmek,"Jan 11, 2018 @ 10:25pmJan 11, 2018",,Variable,view
1544,,Starter,Mishmar HaEmek,"Jan 11, 2018 @ 10:25pmJan 11, 2018",,Variable,view
1545,,Forest Road,Mishmar HaEmek,"Jan 11, 2018 @ 10:25pmJan 11, 2018",,Variable,view
1546,,Forest Road,Mishmar HaEmek,"Jan 11, 2018 @ 10:25pmJan 11, 2018",,Variable,view
1547,,Carobs,Mishmar HaEmek,"Jan 11, 2018 @ 10:25pmJan 11, 2018",,Variable,view
1548,,Petra/ The Eagle,Mishmar HaEmek,"Jan 11, 2018 @ 10:25pmJan 11, 2018",excllent,Variable,view
1549,,Butterflies,Mishmar HaEmek,"Jan 11, 2018 @ 10:25pmJan 11, 2018",,Variable,view
1550,,Aristo,Mishmar HaEmek,"Jan 11, 2018 @ 10:25pmJan 11, 2018",מצוין,Variable,view
1551,,Yaad DH,Misgav,"Dec 31, 2017 @ 4:36amDec 31, 2017",,Variable,view
1552,,Ziv,Kfar Glikson,"Dec 29, 2017 @ 9:56pmDec 29, 2017",,Dry,view
1553,,The Avenue,Kfar Glikson,"Dec 29, 2017 @ 9:56pmDec 29, 2017",,Dry,view
1554,,Forest Road,Kfar Glikson,"Dec 29, 2017 @ 9:56pmDec 29, 2017",,Dry,view
1555,,Thorns Ravine,Horeshan,"Dec 29, 2017 @ 9:56pmDec 29, 2017",,Dry,view
1556,,The Creek,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017",reporter,Dry,view
1557,,Rocks,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017",reporter,Dry,view
1558,,Georgie,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017","Still in good condition, needs some rain to get a better pack reporter",Dry,view
1559,,The Peak,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017",reporter,Dry,view
1560,,Cyprus,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017",reporter,Dry,view
1561,,S's On The Black,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017",reporter,Dry,view
1562,,Shorty,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017",reporter,Dry,view
1563,,Milwaukee,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017",reporter,Dry,view
1564,,New Zealand - The Jungle,Horeshan,"Dec 22, 2017 @ 1:19amDec 22, 2017",reporter,Dry,view
1565,,Ehud 3,Horeshan,"Dec 8, 2017 @ 10:55pmDec 8, 2017",,Dry,view
1566,,A Lost Double,Horeshan,"Dec 8, 2017 @ 10:55pmDec 8, 2017",,Dry,view
1567,,Across The Hill,Horeshan,"Dec 8, 2017 @ 10:55pmDec 8, 2017",,Dry,view
1568,,Ehud 3 extension,Horeshan,"Dec 8, 2017 @ 10:55pmDec 8, 2017",,Dry,view
1569,,Hunters - Ehud 4,Horeshan,"Dec 8, 2017 @ 10:55pmDec 8, 2017",,Dry,view
1570,,Ehud 2,Horeshan,"Dec 8, 2017 @ 10:55pmDec 8, 2017",,Dry,view
1571,,Ehud 5,Horeshan,"Dec 8, 2017 @ 10:55pmDec 8, 2017",,Dry,view
1572,,Rocks,Horeshan,"Dec 7, 2017 @ 9:17pmDec 7, 2017",reporter,Dry,view
1573,,Georgie,Horeshan,"Dec 7, 2017 @ 9:17pmDec 7, 2017",reporter,Variable,view
1574,,Behind The Fence,Horeshan,"Dec 7, 2017 @ 9:17pmDec 7, 2017",reporter,Variable,view
1575,,Across The Hill,Horeshan,"Dec 7, 2017 @ 9:17pmDec 7, 2017",reporter,Variable,view
1576,,Milwaukee,Horeshan,"Dec 7, 2017 @ 9:17pmDec 7, 2017",reporter,Variable,view
1577,,Katan,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Unknown,view
1578,,Sharon Chen,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Dry,view
1579,,Iron Safe,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Dry,view
1580,,Descent from the Oak,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Dry,view
1581,,Connector,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Dry,view
1582,,The Hook,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Dry,view
1583,,Bench to Green Gate,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Variable,view
1584,,Alonim Cemetery Forest,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Dry,view
1585,,Out Of Bounds,Kiryat Tivon,"Dec 5, 2017 @ 4:23amDec 5, 2017",reporter,Dry,view
1586,,Aristo,Mishmar HaEmek,"Dec 2, 2017 @ 9:11amDec 2, 2017",מצב מצוין,Wet,view
1587,,Petra/ The Eagle,Mishmar HaEmek,"Dec 1, 2017 @ 9:16pmDec 1, 2017",,Very Dry,view
1588,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Dec 1, 2017 @ 9:16pmDec 1, 2017",,Variable,view
1589,,Dan7,Mishmar HaEmek,"Dec 1, 2017 @ 9:16pmDec 1, 2017",,Dry,view
1590,,Shvika 2,Kiryat Tivon,"Nov 27, 2017 @ 8:32pmNov 27, 2017",reporter,Variable,view
1591,,Oak 2,Kiryat Tivon,"Nov 27, 2017 @ 8:32pmNov 27, 2017",reporter,Variable,view
1592,,Snail of a Rabit,Mishmar HaEmek,"Nov 26, 2017 @ 7:58pmNov 26, 2017","מצב מושלם, בלי דרדרת ואין סוף אחיזה",Variable,view
1593,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Nov 26, 2017 @ 7:58pmNov 26, 2017","מצב מושלם, בלי דרדרת ואין סוף אחיזה",Variable,view
1594,,Yossi #2,Mishmar HaEmek,"Nov 26, 2017 @ 7:58pmNov 26, 2017","מצב מושלם, בלי דרדרת ואין סוף אחיזה",Variable,view
1595,,Misgav KKL 09,Misgav,"Nov 24, 2017 @ 10:24pmNov 24, 2017",,Variable,view
1596,,Misgav KKL 10,Misgav,"Nov 24, 2017 @ 10:24pmNov 24, 2017",,Variable,view
1597,,Misgav KKL 05,Misgav,"Nov 24, 2017 @ 10:24pmNov 24, 2017",,Variable,view
1598,,Cappuccino & Zuta,Misgav,"Nov 24, 2017 @ 10:24pmNov 24, 2017",,Variable,view
1599,,Flat Tyre,Misgav,"Nov 24, 2017 @ 10:24pmNov 24, 2017",,Variable,view
1600,,Pine Kernel,Misgav,"Nov 24, 2017 @ 10:24pmNov 24, 2017",,Variable,view
1601,,Kabush,Misgav,"Nov 24, 2017 @ 10:24pmNov 24, 2017",,Variable,view
1602,,Dreamer 3,Misgav,"Nov 24, 2017 @ 10:24pmNov 24, 2017",,Variable,view
1603,,Pull Out,The Forester's House,"Nov 23, 2017 @ 9:50pmNov 23, 2017",reporter,Variable,view
1604,,Lost Time,The Forester's House,"Nov 23, 2017 @ 9:50pmNov 23, 2017",reporter,Variable,view
1605,,The Pegs,The Forester's House,"Nov 23, 2017 @ 9:50pmNov 23, 2017",reporter,Variable,view
1606,,Nahal Alon,Mt. Carmel National Park,"Nov 23, 2017 @ 9:50pmNov 23, 2017",reporter,Variable,view
1607,,Upper Nesher,The Forester's House,"Nov 23, 2017 @ 9:50pmNov 23, 2017",reporter,Variable,view
1608,,Agency,The Forester's House,"Nov 23, 2017 @ 9:50pmNov 23, 2017",reporter,Variable,view
1609,,Skeleton,The Forester's House,"Nov 23, 2017 @ 9:50pmNov 23, 2017",reporter,Variable,view
1610,,Zeevik The Fox,Mishmar HaEmek,"Nov 4, 2017 @ 12:02amNov 4, 2017",,Very Dry,view
1611,,Forest Road,Mishmar HaEmek,"Nov 4, 2017 @ 12:02amNov 4, 2017",,Dry,view
1612,,Snail of a Rabit,Mishmar HaEmek,"Nov 4, 2017 @ 12:02amNov 4, 2017",,Very Dry,view
1613,,Petra/ The Eagle,Mishmar HaEmek,"Nov 4, 2017 @ 12:02amNov 4, 2017",,Dry,view
1614,,Forest Road,Mishmar HaEmek,"Nov 4, 2017 @ 12:02amNov 4, 2017",,Dry,view
1615,,Forest Road,Mishmar HaEmek,"Nov 4, 2017 @ 12:02amNov 4, 2017",,Dry,view
1616,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Nov 4, 2017 @ 12:02amNov 4, 2017",,Very Dry,view
1617,,Yossi #2,Mishmar HaEmek,"Nov 4, 2017 @ 12:02amNov 4, 2017",,Very Dry,view
1618,,Zeevik The Fox,Mishmar HaEmek,"Nov 3, 2017 @ 10:43pmNov 3, 2017",,Very Dry,view
1619,,Petra/ The Eagle,Mishmar HaEmek,"Nov 3, 2017 @ 10:43pmNov 3, 2017",,Very Dry,view
1620,,Yossi #2,Mishmar HaEmek,"Nov 3, 2017 @ 10:43pmNov 3, 2017",,Very Dry,view
1621,,Pine View,Mt. Carmel National Park,"Nov 1, 2017 @ 7:57pmNov 1, 2017",,Dry,view
1622,,Descent to the Hai-Bar,Mt. Carmel National Park,"Nov 1, 2017 @ 7:57pmNov 1, 2017",,Prevalent Mud,view
1623,,Descent to the Hai-Bar,Mt. Carmel National Park,"Oct 30, 2017 @ 7:55pmOct 30, 2017",,Prevalent Mud,view
1624,,The Hump / Ha'Dabeshet,Mishmar HaEmek,"Oct 27, 2017 @ 9:09pmOct 27, 2017",Tree across the lower part of the trail - detour to the right - via a small drop reporter,Dry,view
1625,,Pitel,Mishmar HaEmek,"Oct 27, 2017 @ 9:09pmOct 27, 2017",Trail starts to get stomped - better flow reporter,Dry,view
1626,,Gimbury,Mishmar HaEmek,"Oct 27, 2017 @ 9:09pmOct 27, 2017",reporter,Dry,view
1627,,The Raging Bull,Kfar HaHoresh,"Oct 27, 2017 @ 4:30amOct 27, 2017",Loose & slippery reporter,Very Dry,view
1628,,Down to Ehud 3,Horeshan,"Oct 26, 2017 @ 8:35pmOct 26, 2017",,Variable,view
1629,,Forest Road,Horeshan,"Oct 26, 2017 @ 8:35pmOct 26, 2017",,Dry,view
1630,,Joel,Horeshan,"Oct 26, 2017 @ 8:35pmOct 26, 2017",,Dry,view
1631,,Forest Road,Kfar Glikson,"Oct 26, 2017 @ 8:35pmOct 26, 2017",,Unknown,view
1632,,Forest Road,Horeshan,"Oct 26, 2017 @ 8:35pmOct 26, 2017",,Unknown,view
