שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,c_str,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,speed,ratio,mode
מנרה,347,MENARA,2,הצפון,21,צפת,212.0,1.0,מועצה אזורית הגליל העליון,,1.0,266.0,266.0,237.0,0.0,1943,330,15.0,2511778903.0,846.0,253.0,10004591.0,2021,Menara,211.0,2511778903,35.54454476352289,33.196227327453165,"33.1962,35.5445",118673,5486,"Haifa, Israel","Unnamed Road, Manara, Israel",66365.11051673612,43.54983555600621,0.5592267029293616,driving
מסד,1258,MASSAD,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,387.0,386.0,367.0,1.0,1983,370,13.0,2399274992.0,263.0,206.0,10004552.0,2021,Massad,214.0,2399274992,35.423026559328,32.843860651255554,"32.8439,35.4230",61836,2901,"Haifa, Israel","Oren St 13, Masad, Israel",38977.59739511784,48.36930390293837,0.6303382721249408,driving
מסדה,263,MASSADA,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,376.0,372.0,360.0,4.0,1937,330,15.0,2563973220.0,-191.0,214.0,10004552.0,2021,Massada,214.0,2563973220,35.5982460642005,32.68365218999372,"32.6837,35.5982",78817,4001,"Haifa, Israel","Masada Kibuts, Masada, Israel",56728.39295536517,51.042792961588255,0.7197481882761989,driving
מסילות,298,MESILLOT,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,463.0,463.0,448.0,0.0,1938,330,15.0,2448071130.0,-112.0,202.0,10004568.0,2021,Mesillot,214.0,2448071130,35.47410428176125,32.49552076583804,"32.4955,35.4741",69937,3840,"Haifa, Israel","Sha'nanim St, Mesilot, Israel",55422.67028000614,51.95875338750576,0.7924656516580085,driving
מסלול,748,MASLUL,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,902.0,902.0,897.0,0.0,1950,310,1.0,1609258156.0,110.0,651.0,10001893.0,2021,Maslul,620.0,1609258156,34.589443746878935,31.3243129866851,"31.3243,34.5894",202017,7792,"Haifa, Israel","31, Maslul, Israel",169155.48046720572,78.1519160269431,0.837332900039134,driving
מעברות,197,MA'BAROT,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,983.0,983.0,964.0,0.0,1933,330,15.0,1912669668.0,14.0,409.0,15000060.0,2021,Ma'barot,,1912669668,34.904861469346336,32.363618457912075,"32.3636,34.9049",57220,2934,"Haifa, Israel","Ma'abarot, Ma'abarot, Israel",49870.50198552352,61.19079998223745,0.8715571825502189,driving
מעגן,678,MA'AGAN,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,394.0,394.0,380.0,0.0,1949,330,15.0,2565773474.0,-198.0,214.0,10004552.0,2021,Ma'agan,214.0,2565773474,35.60026634597485,32.70654903996695,"32.7065,35.6003",76520,3864,"Haifa, Israel",طريق بدون اسم، معغان,56363.282976828574,52.512375444250225,0.7365823703192443,driving
מעוז חיים,272,MA'OZ HAYYIM,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,502.0,501.0,486.0,1.0,1937,330,15.0,2519671105.0,-245.0,202.0,10004568.0,2021,Ma'oz Hayyim,214.0,2519671105,35.55027882434597,32.493080127268115,"32.4931,35.5503",74890,4121,"Haifa, Israel","Unnamed Road, Maoz Haim, Israel",61341.80094080057,53.586625427537506,0.8190920141647826,driving
מעון,3657,MA'ON,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,592.0,592.0,592.0,0.0,1981,320,11.0,2155959130.0,772.0,715.0,15003512.0,2021,Ma'on,710.0,2155959130,35.16378119266857,31.41362426046852,"31.4136,35.1638",219621,8731,"Haifa, Israel","Ma'on/Center, Ma'on",155236.3720727078,64.00766687226528,0.7068375614021783,driving
מעונה,570,ME'ONA,2,הצפון,24,עכו,243.0,52.0,מועצה אזורית מעלה יוסף,,1.0,974.0,969.0,950.0,5.0,1949,310,1.0,2247676904.0,470.0,255.0,10004484.0,2021,Me'ona,212.0,2247676904,35.2612033121993,33.01643915882741,"33.0164,35.2612",51561,2840,"Haifa, Israel","HaZayit St 162, Me'ona, Israel",33412.16183813017,42.35344458354528,0.6480122929758959,driving
מעיין ברוך,416,MA'YAN BARUKH,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,724.0,724.0,713.0,0.0,1947,330,15.0,2569979388.0,200.0,253.0,10004591.0,2021,Ma'yan Barukh,211.0,2569979388,35.60715859279305,33.23976931999491,"33.2398,35.6072",119079,5573,"Haifa, Israel","כביש אזור הספורט 830, Ma'ayan Baruch, Israel",73937.65772121334,47.76163068300162,0.6209126522830503,driving
מעיין צבי,290,MA'YAN ZEVI,3,חיפה,32,חדרה,322.0,15.0,מועצה אזורית חוף הכרמל,,1.0,762.0,762.0,757.0,0.0,1938,330,15.0,1946871935.0,95.0,303.0,10004333.0,2021,Ma'yan Zevi,,1946871935,34.94060254309428,32.56812248894401,"32.5681,34.9406",36031,1889,"Haifa, Israel","Unnamed Road, Ma'ayan Tzvi, Israel",26937.11322012239,51.33594896370599,0.7476093702678913,driving
מעלה גלבוע,1127,MA'ALE GILBOA,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,830.0,830.0,830.0,0.0,1962,330,3.0,2396070922.0,437.0,202.0,10004568.0,2021,Ma'ale Gilboa,214.0,2396070922,35.418730862312806,32.47687111800497,"32.4769,35.4187",66442,3942,"Haifa, Israel","Kibbutz Ma'ale Gilboa, Ma'ale Gilboa, Israel",52852.326367352674,48.266964719043536,0.7954656146315986,driving
מעלה גמלא,4008,MA'ALE GAMLA,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,573.0,573.0,553.0,0.0,1976,310,1.0,2643475504.0,112.0,219.0,10004579.0,2021,Ma'ale Gamla,211.0,2643475504,35.68411461650831,32.889297843029595,"32.8893,35.6841",96347,4618,"Haifa, Israel","42, Ma'ale Gamla",63815.81308249422,49.74814358964469,0.6623539195044393,driving
מעלה החמישה,286,MA'ALE HAHAMISHA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,846.0,843.0,831.0,3.0,1938,330,15.0,2105663611.0,785.0,151.0,10002475.0,2021,Ma'ale HaHamisha,,2105663611,35.11047950756983,31.8177213369454,"31.8177,35.1105",139687,5654,"Haifa, Israel","שביל השומרת 1, מעלה החמישה, 9083500, Israel",110030.67509332293,70.05844187052752,0.7876944532656792,driving
מעלה לבונה,3752,MA'ALE LEVONA,7,אזור יהודה ושומרון,74,ראמאללה,,73.0,מועצה אזורית מטה בנימין,,1.0,976.0,976.0,974.0,0.0,1983,370,11.0,2228266240.0,735.0,711.0,10003299.0,2021,Ma'ale Levona,710.0,2228266240,35.24005870898422,32.05483908400475,"32.0548,35.2401",131460,5896,"Haifa, Israel","Ma'ale Levona H, Ma'ale Levona",86033.60867554239,52.530697291715164,0.6544470460637638,driving
מעלה עמוס,3653,MA'ALE AMOS,7,אזור יהודה ושומרון,76,בית לחם,,76.0,מועצה אזורית גוש עציון,,1.0,822.0,822.0,821.0,0.0,1981,370,9.0,2218661154.0,746.0,714.0,15000586.0,2021,Ma'ale Amos,,2218661154,35.229767517972796,31.596168627348934,"31.5962,35.2298",177244,7728,"Haifa, Israel","רבנו בחיי 421, Ma'ale Amos",135851.6672728913,63.28493817060154,0.7664669454136179,driving
מענית,344,MA'ANIT,3,חיפה,32,חדרה,324.0,14.0,מועצה אזורית מנשה,,1.0,874.0,874.0,838.0,0.0,1942,330,15.0,2028770696.0,64.0,351.0,15002436.0,2021,Ma'anit,,2028770696,35.028034212566,32.45655067459931,"32.4566,35.0280",49340,2543,"Haifa, Israel","1, Ma'anit, Israel",38621.92196470152,54.675154963792956,0.782771016714664,driving
מעש,230,MA'AS,4,המרכז,42,פתח תקווה,422.0,20.0,מועצה אזורית דרום השרון,132.0,1.0,835.0,835.0,830.0,0.0,1935,310,1.0,1897366353.0,52.0,417.0,10002116.0,2021,Ma'as,410.0,1897366353,34.889637239856214,32.064643606089014,"32.0646,34.8896",99860,4062,"Haifa, Israel","HaOranim St 17, Ganei Tikva, Israel",82913.35741274574,73.48303463463434,0.8302959885113733,driving
מצדות יהודה,3745,MEZADOT YEHUDA,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,634.0,634.0,633.0,0.0,1983,320,11.0,2107158587.0,873.0,715.0,15003512.0,2021,Mezadot Yehuda,710.0,2107158587,35.11250950289575,31.364624840263705,"31.3646,35.1125",221131,8688,"Haifa, Israel","Bet Yatir/Center, Beit Yatir",160294.71956171433,66.42046390678772,0.7248857896980266,driving
מצפה,58,MIZPA,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,128.0,128.0,126.0,0.0,1908,350,,2480474397.0,86.0,206.0,10004552.0,2021,Mizpa,214.0,2480474397,35.509576999459064,32.790029138735704,"32.7900,35.5096",60480,2824,"Haifa, Israel","9, Mitzpa, Israel",46843.95967274603,59.71609590010117,0.7745363702504304,driving
מצפה אילן,1370,MITSPE ILAN,3,חיפה,32,חדרה,323.0,14.0,מועצה אזורית מנשה,,1.0,752.0,752.0,751.0,0.0,2009,370,10.0,2067270748.0,128.0,351.0,10004233.0,2021,Mitspe Ilan,,2067270748,35.068974456791004,32.461290423918435,"32.4613,35.0690",53176,2697,"Haifa, Israel","25, Mitzpe Ilan, Israel",38469.046622597416,51.34911673761613,0.7234287389536147,driving
מצפה שלם,3610,MIZPE SHALEM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74.0,מועצה אזורית מגילות ים המלח,,1.0,238.0,236.0,234.0,2.0,1971,330,15.0,2380960839.0,-301.0,713.0,10003314.0,2021,Mizpe Shalem,710.0,2380960839,35.40071860776509,31.567611501884247,"31.5676,35.4007",213161,8883,"Haifa, Israel",طريق بدون اسم، متسفيه شليم,142290.89971255927,57.666018120591396,0.6675278297275734,driving
מצר,648,MEZER,3,חיפה,32,חדרה,324.0,14.0,מועצה אזורית מנשה,,1.0,389.0,389.0,362.0,0.0,1953,330,15.0,2046970512.0,74.0,351.0,15002436.0,2021,Mezer,,2046970512,35.047419854630064,32.43998424338774,"32.4400,35.0474",53498,2799,"Haifa, Israel","Unnamed Road, Metzer, Israel",40584.021874725666,52.19809887424523,0.7586082073110334,driving
מקווה ישראל,22,MIQWE YISRA'EL,5,תל אביב,53,תל אביב,513.0,,חסר מעמד מוניציפלי,123.0,1.0,379.0,376.0,357.0,3.0,1870,340,,1794865963.0,27.0,599.0,10001430.0,2021,Miqwe Yisra'el,,1794865963,34.781253152537595,32.02915820323695,"32.0292,34.7813",98270,4415,"Haifa, Israel","כפר הנוער החקלאי, Mikve Yisrael St, Israel",88709.85151465051,72.33419376053044,0.902715493178493,driving
מרגליות,843,MARGALIYYOT,2,הצפון,21,צפת,212.0,55.0,מועצה אזורית מבואות החרמון,,1.0,416.0,414.0,410.0,2.0,1951,310,1.0,2511979109.0,693.0,253.0,10004591.0,2021,Margaliyyot,211.0,2511979109,35.54483112430809,33.214800121317154,"33.2148,35.5448",120562,5684,"Haifa, Israel","62, Margaliot, Israel",67757.69032642758,42.914793310193396,0.5620153143314442,driving
מרום גולן,4101,MEROM GOLAN,2,הצפון,29,גולן,292.0,71.0,מועצה אזורית גולן,,1.0,754.0,754.0,730.0,0.0,1967,330,15.0,2727778212.0,976.0,219.0,10004579.0,2021,Merom Golan,211.0,2727778212,35.77577502315804,33.13307844300351,"33.1331,35.7758",120424,5787,"Haifa, Israel","Unnamed Road, Merom Golan",80400.35138873591,50.01577069283727,0.667643919723111,driving
מרחב עם,1340,MERHAV AM,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,521.0,521.0,521.0,0.0,2002,370,,1834853303.0,511.0,620.0,10001918.0,2021,Merhav Am,610.0,1834853303,34.82818826585616,30.88752961799991,"30.8875,34.8282",244540,9291,"Haifa, Israel","43, Merhav Am, Israel",213727.33517917164,82.8133039118521,0.8739974449135995,driving
מרחביה (מושב),97,MERHAVYA(MOSHAV),2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,663.0,663.0,653.0,0.0,1922,310,1.0,2299872327.0,76.0,254.0,10004394.0,2021,Merhavya(Moshav),213.0,2299872327,35.31655025875506,32.603696912131475,"32.6037,35.3166",49472,2999,"Haifa, Israel","HaMoshava St 1, Merhavia-moshav, Israel",36380.031618474124,43.67059480710465,0.7353660983682512,driving
משאבי שדה,421,MASH'ABBE SADE,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,474.0,474.0,417.0,0.0,1949,330,15.0,1795154587.0,349.0,620.0,10001918.0,2021,Mash'abbe Sade,610.0,1795154587,34.78616561887443,31.003210614335345,"31.0032,34.7862",226554,8479,"Haifa, Israel","אשלים 2, Mash'abei Sadeh, Israel",201282.03361691002,85.45999776163181,0.8884505840413766,driving
משגב דב,765,MISGAV DOV,4,המרכז,44,רחובות,441.0,32.0,מועצה אזורית גדרות,143.0,1.0,714.0,712.0,706.0,2.0,1950,310,9.0,1754163645.0,58.0,456.0,15002488.0,2021,Misgav Dov,,1754163645,34.7392229310473,31.819972126226872,"31.8200,34.7392",128615,5470,"Haifa, Israel","153, Misgav Dov, Israel",112256.61627965688,73.88003996467363,0.872811229480674,driving
משגב עם,378,MISGAV AM,2,הצפון,21,צפת,212.0,1.0,מועצה אזורית הגליל העליון,,1.0,358.0,358.0,311.0,0.0,1945,330,15.0,2515179474.0,801.0,253.0,10004591.0,2021,Misgav Am,211.0,2515179474,35.54839234445279,33.24769967996952,"33.2477,35.5484",124342,5801,"Haifa, Israel","Misgav Am/Center, Misgav Am, Israel",70508.6338962501,43.75643544673339,0.567054043655805,driving
משואה,3605,MASSU'A,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,263.0,259.0,257.0,4.0,1970,310,6.0,2464966884.0,-251.0,712.0,10003299.0,2021,Massu'a,710.0,2464966884,35.490878933453196,32.11259582577798,"32.1126,35.4909",119725,6168,"Haifa, Israel","300 St 309, Masu'a",89157.3164566509,52.03734423539936,0.7446842051087984,driving
משואות יצחק,620,MASSU'OT YIZHAQ,6,הדרום,61,אשקלון,611.0,34.0,מועצה אזורית שפיר,,1.0,685.0,685.0,685.0,0.0,1949,320,3.0,1706362348.0,60.0,631.0,10001821.0,2021,Massu'ot Yizhaq,,1706362348,34.68938631355745,31.702813248521995,"31.7028,34.6894",148762,6065,"Haifa, Israel","Masu'ot Yitshak/Center, Masu'ot Itzhak, Israel",126019.77715134723,74.80151652841715,0.8471234397987875,driving
משכיות,3785,MASKIYYOT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,341.0,341.0,341.0,0.0,1986,370,,2476569159.0,,712.0,10003299.0,2021,Maskiyyot,710.0,2476569159,35.503841282296925,32.31771933033889,"32.3177,35.5038",93606,5136,"Haifa, Israel","יישוב, Maskiyot",71213.24303511913,49.915824557326495,0.7607764783787271,driving
משמר איילון,670,MISHMAR AYYALON,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,573.0,572.0,565.0,1.0,1949,310,1.0,1949564208.0,135.0,426.0,10002228.0,2021,Mishmar Ayyalon,,1949564208,34.94546034551148,31.871331703159115,"31.8713,34.9455",124541,4926,"Haifa, Israel","120, Mishmar Ayalon, Israel",103822.65945413231,75.87526878499317,0.8336424105646519,driving
משמר הירדן,732,MISHMAR HAYARDEN,2,הצפון,21,צפת,213.0,55.0,מועצה אזורית מבואות החרמון,,1.0,878.0,878.0,874.0,0.0,1949,310,9.0,2563476779.0,231.0,253.0,10004540.0,2021,Mishmar HaYarden,211.0,2563476779,35.59913080991911,33.00455724085061,"33.0046,35.5991",90561,4077,"Haifa, Israel","HaMoshava St 102, Mishmar HaYarden",59484.77302595157,52.525185894879975,0.65684757264111,driving
משמר השרון,194,MISHMAR HASHARON,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,613.0,613.0,587.0,0.0,1933,330,15.0,1911269590.0,19.0,409.0,15000060.0,2021,Mishmar HaSharon,,1911269590,34.90339732158039,32.35658130021676,"32.3566,34.9034",58217,3043,"Haifa, Israel","7, Mishmar HaSharon kibbutz, Israel",50664.80483010972,59.938645214720665,0.8702750885499033,driving
מתת,1184,MATTAT,2,הצפון,24,עכו,244.0,52.0,מועצה אזורית מעלה יוסף,,1.0,222.0,222.0,209.0,0.0,1979,370,19.0,2337577178.0,804.0,255.0,10004484.0,2021,Mattat,212.0,2337577178,35.35746034550284,33.04106374747336,"33.0411,35.3575",71388,4018,"Haifa, Israel","2, Mattat, Israel",41924.25650021039,37.562798258028224,0.5872731621590518,driving
מתתיהו,3648,MATTITYAHU,7,אזור יהודה ושומרון,74,ראמאללה,,73.0,מועצה אזורית מטה בנימין,,1.0,922.0,922.0,921.0,0.0,1981,320,8.0,2032564853.0,263.0,711.0,10004054.0,2021,Mattityahu,710.0,2032564853,35.03306580710122,31.92964742817032,"31.9296,35.0331",124425,5411,"Haifa, Israel","Ha-Rav Kotler St 27, Matityahu",97195.30110913054,64.66514211659027,0.7811557252090058,driving
נאות גולן,4551,NE'OT GOLAN,2,הצפון,29,גולן,294.0,71.0,מועצה אזורית גולן,,1.0,669.0,660.0,623.0,9.0,1967,310,6.0,2650474363.0,312.0,219.0,10004579.0,2021,Ne'ot Golan,211.0,2650474363,35.69103371939473,32.78638987012227,"32.7864,35.6910",101313,5251,"Haifa, Israel","131, Ne'ot Golan",63810.397322336066,43.74736818899445,0.6298342495270702,driving
נאות הכיכר,1124,NE'OT HAKIKKAR,6,הדרום,62,באר שבע,624.0,51.0,מועצה אזורית תמר,,1.0,442.0,442.0,409.0,0.0,1961,310,10.0,2360653810.0,-349.0,656.0,10001911.0,2021,Ne'ot HaKikkar,,2360653810,35.37817056999148,30.933689083350753,"30.9337,35.3782",276146,10962,"Haifa, Israel","63, Neot HaKikar, Israel",210820.93540250603,69.23511835878688,0.7634401200904812,driving
נאות מרדכי,408,NE'OT MORDEKHAY,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,675.0,674.0,639.0,1.0,1946,330,15.0,2560578503.0,75.0,253.0,10004591.0,2021,Ne'ot Mordekhay,211.0,2560578503,35.59671708144514,33.16000855392811,"33.1600,35.5967",111356,4873,"Haifa, Israel","1, Neot Mordechai, Israel",67675.65768114352,49.99638162366441,0.6077414569591537,driving
נאות סמדר,1197,NE'OT SMADAR,6,הדרום,62,באר שבע,627.0,53.0,מועצה אזורית חבל אילות,,1.0,228.0,220.0,214.0,8.0,1982,330,15.0,2023144010.0,407.0,608.0,10001955.0,2021,Ne'ot Smadar,610.0,2023144010,35.02664568720163,30.04970498094323,"30.0497,35.0266",366392,14360,"Haifa, Israel","Neot Smadar, Neot Semadar, Israel",306213.0992200564,76.76651512480522,0.8357526889780792,driving
נגבה,315,NEGBA,6,הדרום,61,אשקלון,611.0,35.0,מועצה אזורית יואב,,1.0,967.0,967.0,934.0,0.0,1939,330,15.0,1699561890.0,84.0,632.0,10001813.0,2021,Negba,420.0,1699561890,34.682444596268745,31.66148085918828,"31.6615,34.6824",148157,6449,"Haifa, Israel","המייסדים 316, Negba, Israel",130641.34041515917,72.92740355009661,0.881776361664715,driving
נגוהות,3724,NEGOHOT,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,468.0,468.0,468.0,0.0,1999,370,,1984660013.0,674.0,715.0,15003512.0,2021,Negohot,710.0,1984660013,34.98345125118245,31.493076643134987,"31.4931,34.9835",177803,7114,"Haifa, Israel",طريق بدون اسم، نغوهوت,145732.08052572748,73.74690608555228,0.8196266684236344,driving
נוגה,55,NOGAH,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,579.0,579.0,574.0,0.0,1955,310,1.0,1710961478.0,108.0,634.0,10001813.0,2021,Nogah,,1710961478,34.69466712507976,31.62437429093034,"31.6244,34.6947",167676,6448,"Haifa, Israel","18, Noga, Israel",134399.49647964485,75.03693972188609,0.8015428354662852,driving
נווה אור,590,NEWE UR,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,350.0,350.0,341.0,0.0,1949,330,15.0,2522072167.0,-223.0,202.0,10004568.0,2021,Newe Ur,214.0,2522072167,35.55320238636477,32.58883527434541,"32.5888,35.5532",80422,4381,"Haifa, Israel","Kibbutz Neve Ur, Neve Ur, Israel",56268.95832328104,46.23790229714945,0.6996712133903787,driving
"נווה אטי""ב",4303,NEWE ATIV,2,הצפון,29,גולן,291.0,71.0,מועצה אזורית גולן,,1.0,141.0,141.0,135.0,0.0,1972,310,10.0,2695179642.0,975.0,219.0,10004579.0,2021,Newe Ativ,211.0,2695179642,35.74162744898969,33.26216224354864,"33.2622,35.7416",141703,6559,"Haifa, Israel","Naftali St 6, Neve Ativ",85262.02905838582,46.7972716283258,0.6016952997352619,driving
נווה אילן,405,NEWE ILAN,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,996.0,992.0,968.0,4.0,1946,320,15.0,2077663506.0,654.0,151.0,10002475.0,2021,Newe Ilan,,2077663506,35.080919098908616,31.808226823496415,"31.8082,35.0809",137648,5422,"Haifa, Israel","Agadat Deshe St 43, Neve Ilan, Israel",110877.7536664848,73.61857491688406,0.8055166342154249,driving
