שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,mode,speed,ratio
מלילות,2044,MELILOT,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,381.0,381.0,381.0,0.0,1953,310,2.0,1615158878.0,112.0,651.0,10001930.0,2021,Melilot,620.0,34.595222471333244,31.389456052326338,"31.3895,34.5952",171509,12561,"Hof HaCarmel Regional Council, Israel","78, Mlilot, Israel",161985.90507559435,transit,46.425384784025134,0.9444746635779717
מלכייה,596,MALKIYYA,2,הצפון,21,צפת,212.0,1.0,מועצה אזורית הגליל העליון,,1.0,436.0,436.0,388.0,0.0,1949,330,15.0,2480477842.0,653.0,253.0,10004528.0,2021,Malkiyya,211.0,35.51064595706812,33.10065140292375,"33.1007,35.5106",145326,11768,"Hof HaCarmel Regional Council, Israel","73, Malkiya, Israel",57319.2968539428,transit,17.534795094679986,0.3944187334265224
מלכישוע,1154,MALKISHUA,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,243.0,228.0,199.0,15.0,1976,340,,2390970497.0,510.0,202.0,10004568.0,2021,Malkishua,214.0,35.413217049166505,32.43855636464264,"32.4386,35.4132",103727,10570,"Hof HaCarmel Regional Council, Israel","6672, Israel",55517.802979005486,transit,18.908617854722777,0.5352300074137446
מנוחה,2030,MENUHA,6,הדרום,61,אשקלון,611.0,50.0,מועצה אזורית לכיש,,1.0,668.0,668.0,660.0,0.0,1953,310,1.0,1788561845.0,102.0,634.0,10001813.0,2021,Menuha,,34.77630257196673,31.657771907248573,"31.6578,34.7763",173285,12287,"Hof HaCarmel Regional Council, Israel","45, Menuha, Israel",129260.56322220876,transit,37.872387694307115,0.7459420216533962
מנוף,1174,MANOF,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,1.0,858.0,858.0,854.0,0.0,1980,310,10.0,2224675094.0,385.0,205.0,10004513.0,2021,Manof,210.0,35.23652877317783,32.85324469117894,"32.8532,35.2365",69148,6030,"Hof HaCarmel Regional Council, Israel","31, Manof, Israel",21997.322513162224,transit,13.132729858604312,0.3181194324226619
מנות,1205,MANOT,2,הצפון,24,עכו,243.0,52.0,מועצה אזורית מעלה יוסף,,1.0,497.0,497.0,494.0,0.0,1980,310,1.0,2185377150.0,246.0,255.0,10004302.0,2021,Manot,212.0,35.19452490479822,33.0386325729882,"33.0386,35.1945",67477,9755,"Hof HaCarmel Regional Council, Israel","11, Manot, Israel",31377.008123309744,transit,11.579418682103032,0.4650030102599366
מנרה,347,MENARA,2,הצפון,21,צפת,212.0,1.0,מועצה אזורית הגליל העליון,,1.0,266.0,266.0,237.0,0.0,1943,330,15.0,2511778903.0,846.0,253.0,10004591.0,2021,Menara,211.0,35.54454476352289,33.196227327453165,"33.1962,35.5445",153858,11337,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Manara, Israel",66365.11051673612,transit,21.073864149267887,0.43134000517838605
מסד,1258,MASSAD,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,387.0,386.0,367.0,1.0,1983,370,13.0,2399274992.0,263.0,206.0,10004552.0,2021,Massad,214.0,35.423026559328,32.843860651255554,"32.8439,35.4230",77378,6358,"Hof HaCarmel Regional Council, Israel","Oren St 13, Masad, Israel",38977.59739511784,transit,22.069731145395444,0.5037297086396371
מסדה,263,MASSADA,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,376.0,372.0,360.0,4.0,1937,330,15.0,2563973220.0,-191.0,214.0,10004552.0,2021,Massada,214.0,35.5982460642005,32.68365218999372,"32.6837,35.5982",98609,8155,"Hof HaCarmel Regional Council, Israel","Masada Kibuts, Masada, Israel",56728.39295536517,transit,25.042576902429747,0.5752861600398054
מסילות,298,MESILLOT,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,463.0,463.0,448.0,0.0,1938,330,15.0,2448071130.0,-112.0,202.0,10004568.0,2021,Mesillot,214.0,35.47410428176125,32.49552076583804,"32.4955,35.4741",96673,8598,"Hof HaCarmel Regional Council, Israel","Sha'nanim St, Mesilot, Israel",55422.67028000614,transit,23.205584206562236,0.5733004073526853
מסלול,748,MASLUL,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,902.0,902.0,897.0,0.0,1950,310,1.0,1609258156.0,110.0,651.0,10001893.0,2021,Maslul,620.0,34.589443746878935,31.3243129866851,"31.3243,34.5894",175864,14034,"Hof HaCarmel Regional Council, Israel","31, Maslul, Israel",169155.48046720572,transit,43.39174359996727,0.9618539352409005
מעברות,197,MA'BAROT,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,983.0,983.0,964.0,0.0,1933,330,15.0,1912669668.0,14.0,409.0,15000060.0,2021,Ma'barot,,34.904861469346336,32.363618457912075,"32.3636,34.9049",38320,3074,"Hof HaCarmel Regional Council, Israel","Ma'abarot, Ma'abarot, Israel",49870.50198552352,transit,58.40397109560335,1.3014222856347475
מעגן,678,MA'AGAN,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,394.0,394.0,380.0,0.0,1949,330,15.0,2565773474.0,-198.0,214.0,10004552.0,2021,Ma'agan,214.0,35.60026634597485,32.70654903996695,"32.7065,35.6003",,,"Hof HaCarmel Regional Council, Israel","32.7065,35.6003",56363.282976828574,transit,,
מעוז חיים,272,MA'OZ HAYYIM,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,502.0,501.0,486.0,1.0,1937,330,15.0,2519671105.0,-245.0,202.0,10004568.0,2021,Ma'oz Hayyim,214.0,35.55027882434597,32.493080127268115,"32.4931,35.5503",96381,8368,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Maoz Haim, Israel",61341.80094080057,transit,26.38987612175933,0.6364511775225467
מעון,3657,MA'ON,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,592.0,592.0,592.0,0.0,1981,320,11.0,2155959130.0,772.0,715.0,15003512.0,2021,Ma'on,710.0,35.16378119266857,31.41362426046852,"31.4136,35.1638",211988,14898,"Hof HaCarmel Regional Council, Israel","Ma'on/Center, Ma'on",155236.3720727078,transit,37.51180960274856,0.732288488370605
מעונה,570,ME'ONA,2,הצפון,24,עכו,243.0,52.0,מועצה אזורית מעלה יוסף,,1.0,974.0,969.0,950.0,5.0,1949,310,1.0,2247676904.0,470.0,255.0,10004484.0,2021,Me'ona,212.0,35.2612033121993,33.01643915882741,"33.0164,35.2612",71686,7048,"Hof HaCarmel Regional Council, Israel","HaZayit St 162, Me'ona, Israel",33412.16183813017,transit,17.066370972938223,0.4660904756595453
מעיין ברוך,416,MA'YAN BARUKH,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,724.0,724.0,713.0,0.0,1947,330,15.0,2569979388.0,200.0,253.0,10004591.0,2021,Ma'yan Barukh,211.0,35.60715859279305,33.23976931999491,"33.2398,35.6072",141114,9961,"Hof HaCarmel Regional Council, Israel","כביש אזור הספורט 830, Ma'ayan Baruch, Israel",73937.65772121334,transit,26.721771689224777,0.5239569264652221
מעיין צבי,290,MA'YAN ZEVI,3,חיפה,32,חדרה,322.0,15.0,מועצה אזורית חוף הכרמל,,1.0,762.0,762.0,757.0,0.0,1938,330,15.0,1946871935.0,95.0,303.0,10004333.0,2021,Ma'yan Zevi,,34.94060254309428,32.56812248894401,"32.5681,34.9406",23423,2774,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Ma'ayan Tzvi, Israel",26937.11322012239,transit,34.95804166994976,1.1500283149093793
מעלה גלבוע,1127,MA'ALE GILBOA,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,830.0,830.0,830.0,0.0,1962,330,3.0,2396070922.0,437.0,202.0,10004568.0,2021,Ma'ale Gilboa,214.0,35.418730862312806,32.47687111800497,"32.4769,35.4187",93940,9852,"Hof HaCarmel Regional Council, Israel","Kibbutz Ma'ale Gilboa, Ma'ale Gilboa, Israel",52852.326367352674,transit,19.3126649332592,0.5626179089562772
מעלה גמלא,4008,MA'ALE GAMLA,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,573.0,573.0,553.0,0.0,1976,310,1.0,2643475504.0,112.0,219.0,10004579.0,2021,Ma'ale Gamla,211.0,35.68411461650831,32.889297843029595,"32.8893,35.6841",121484,10938,"Hof HaCarmel Regional Council, Israel","42, Ma'ale Gamla",63815.81308249422,transit,21.00355888617473,0.5253022050845726
מעלה החמישה,286,MA'ALE HAHAMISHA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,846.0,843.0,831.0,3.0,1938,330,15.0,2105663611.0,785.0,151.0,10002475.0,2021,Ma'ale HaHamisha,,35.11047950756983,31.8177213369454,"31.8177,35.1105",134628,7585,"Hof HaCarmel Regional Council, Israel","שביל השומרת 1, מעלה החמישה, 9083500, Israel",110030.67509332293,transit,52.222864909157884,0.8172941371284052
מעלה לבונה,3752,MA'ALE LEVONA,7,אזור יהודה ושומרון,74,ראמאללה,,73.0,מועצה אזורית מטה בנימין,,1.0,976.0,976.0,974.0,0.0,1983,370,11.0,2228266240.0,735.0,711.0,10003299.0,2021,Ma'ale Levona,710.0,35.24005870898422,32.05483908400475,"32.0548,35.2401",196245,12936,"Hof HaCarmel Regional Council, Israel","Ma'ale Levona H, Ma'ale Levona",86033.60867554239,transit,23.942562711189904,0.4383989843080965
מעלה עמוס,3653,MA'ALE AMOS,7,אזור יהודה ושומרון,76,בית לחם,,76.0,מועצה אזורית גוש עציון,,1.0,822.0,822.0,821.0,0.0,1981,370,9.0,2218661154.0,746.0,714.0,15000586.0,2021,Ma'ale Amos,,35.229767517972796,31.596168627348934,"31.5962,35.2298",184569,12142,"Hof HaCarmel Regional Council, Israel","רבנו בחיי 421, Ma'ale Amos",135851.6672728913,transit,40.278866923275295,0.7360481298207786
מענית,344,MA'ANIT,3,חיפה,32,חדרה,324.0,14.0,מועצה אזורית מנשה,,1.0,874.0,874.0,838.0,0.0,1942,330,15.0,2028770696.0,64.0,351.0,15002436.0,2021,Ma'anit,,35.028034212566,32.45655067459931,"32.4566,35.0280",49422,5555,"Hof HaCarmel Regional Council, Israel","1, Ma'anit, Israel",38621.92196470152,transit,25.029508383964984,0.7814722586034867
מעש,230,MA'AS,4,המרכז,42,פתח תקווה,422.0,20.0,מועצה אזורית דרום השרון,132.0,1.0,835.0,835.0,830.0,0.0,1935,310,1.0,1897366353.0,52.0,417.0,10002116.0,2021,Ma'as,410.0,34.889637239856214,32.064643606089014,"32.0646,34.8896",74447,7199,"Hof HaCarmel Regional Council, Israel","HaOranim St 17, Ganei Tikva, Israel",82913.35741274574,transit,41.46243737823096,1.1137232851927645
מצדות יהודה,3745,MEZADOT YEHUDA,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,634.0,634.0,633.0,0.0,1983,320,11.0,2107158587.0,873.0,715.0,15003512.0,2021,Mezadot Yehuda,710.0,35.11250950289575,31.364624840263705,"31.3646,35.1125",222928,15717,"Hof HaCarmel Regional Council, Israel","Bet Yatir/Center, Beit Yatir",160294.71956171433,transit,36.71572122047284,0.7190425588607726
מצפה,58,MIZPA,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,128.0,128.0,126.0,0.0,1908,350,,2480474397.0,86.0,206.0,10004552.0,2021,Mizpa,214.0,35.509576999459064,32.790029138735704,"32.7900,35.5096",76682,5937,"Hof HaCarmel Regional Council, Israel","9, Mitzpa, Israel",46843.95967274603,transit,28.404624359421547,0.6108859924460243
מצפה אילן,1370,MITSPE ILAN,3,חיפה,32,חדרה,323.0,14.0,מועצה אזורית מנשה,,1.0,752.0,752.0,751.0,0.0,2009,370,10.0,2067270748.0,128.0,351.0,10004233.0,2021,Mitspe Ilan,,35.068974456791004,32.461290423918435,"32.4613,35.0690",65365,7248,"Hof HaCarmel Regional Council, Israel","25, Mitzpe Ilan, Israel",38469.046622597416,transit,19.10714236221726,0.588526682821042
מצפה שלם,3610,MIZPE SHALEM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74.0,מועצה אזורית מגילות ים המלח,,1.0,238.0,236.0,234.0,2.0,1971,330,15.0,2380960839.0,-301.0,713.0,10003314.0,2021,Mizpe Shalem,710.0,35.40071860776509,31.567611501884247,"31.5676,35.4007",212705,13216,"Hof HaCarmel Regional Council, Israel",طريق بدون اسم، متسفيه شليم,142290.89971255927,transit,38.75962764567293,0.668958885369687
מצר,648,MEZER,3,חיפה,32,חדרה,324.0,14.0,מועצה אזורית מנשה,,1.0,389.0,389.0,362.0,0.0,1953,330,15.0,2046970512.0,74.0,351.0,15002436.0,2021,Mezer,,35.047419854630064,32.43998424338774,"32.4400,35.0474",54555,5234,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Metzer, Israel",40584.021874725666,transit,27.914115160300423,0.7439102167487062
מקווה ישראל,22,MIQWE YISRA'EL,5,תל אביב,53,תל אביב,513.0,,חסר מעמד מוניציפלי,123.0,1.0,379.0,376.0,357.0,3.0,1870,340,,1794865963.0,27.0,599.0,10001430.0,2021,Miqwe Yisra'el,,34.781253152537595,32.02915820323695,"32.0292,34.7813",82260,7351,"Hof HaCarmel Regional Council, Israel","כפר הנוער החקלאי, Mikve Yisrael St, Israel",88709.85151465051,transit,43.44381246806446,1.0784081146930526
מרגליות,843,MARGALIYYOT,2,הצפון,21,צפת,212.0,55.0,מועצה אזורית מבואות החרמון,,1.0,416.0,414.0,410.0,2.0,1951,310,1.0,2511979109.0,693.0,253.0,10004591.0,2021,Margaliyyot,211.0,35.54483112430809,33.214800121317154,"33.2148,35.5448",148370,11014,"Hof HaCarmel Regional Council, Israel","62, Margaliot, Israel",67757.69032642758,transit,22.147056943448273,0.45668053060879943
מרום גולן,4101,MEROM GOLAN,2,הצפון,29,גולן,292.0,71.0,מועצה אזורית גולן,,1.0,754.0,754.0,730.0,0.0,1967,330,15.0,2727778212.0,976.0,219.0,10004579.0,2021,Merom Golan,211.0,35.77577502315804,33.13307844300351,"33.1331,35.7758",144181,10125,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Merom Golan",80400.35138873591,transit,28.58679160488388,0.5576348574967293
מרחב עם,1340,MERHAV AM,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,521.0,521.0,521.0,0.0,2002,370,,1834853303.0,511.0,620.0,10001918.0,2021,Merhav Am,610.0,34.82818826585616,30.88752961799991,"30.8875,34.8282",242352,16369,"Hof HaCarmel Regional Council, Israel","43, Merhav Am, Israel",213727.33517917164,transit,47.00460667389687,0.8818880602560393
מרחביה (מושב),97,MERHAVYA(MOSHAV),2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,663.0,663.0,653.0,0.0,1922,310,1.0,2299872327.0,76.0,254.0,10004394.0,2021,Merhavya(Moshav),213.0,35.31655025875506,32.603696912131475,"32.6037,35.3166",73574,7362,"Hof HaCarmel Regional Council, Israel","HaMoshava St 1, Merhavia-moshav, Israel",36380.031618474124,transit,17.789746512701285,0.4944685842617518
משאבי שדה,421,MASH'ABBE SADE,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,474.0,474.0,417.0,0.0,1949,330,15.0,1795154587.0,349.0,620.0,10001918.0,2021,Mash'abbe Sade,610.0,34.78616561887443,31.003210614335345,"31.0032,34.7862",211527,14229,"Hof HaCarmel Regional Council, Israel","אשלים 2, Mash'abei Sadeh, Israel",201282.03361691002,transit,50.92524569687793,0.951566625617108
משגב דב,765,MISGAV DOV,4,המרכז,44,רחובות,441.0,32.0,מועצה אזורית גדרות,143.0,1.0,714.0,712.0,706.0,2.0,1950,310,9.0,1754163645.0,58.0,456.0,15002488.0,2021,Misgav Dov,,34.7392229310473,31.819972126226872,"31.8200,34.7392",174681,11339,"Hof HaCarmel Regional Council, Israel","153, Misgav Dov, Israel",112256.61627965688,transit,35.64016391275816,0.642637815673467
משגב עם,378,MISGAV AM,2,הצפון,21,צפת,212.0,1.0,מועצה אזורית הגליל העליון,,1.0,358.0,358.0,311.0,0.0,1945,330,15.0,2515179474.0,801.0,253.0,10004591.0,2021,Misgav Am,211.0,35.54839234445279,33.24769967996952,"33.2477,35.5484",143584,10613,"Hof HaCarmel Regional Council, Israel","Misgav Am/Center, Misgav Am, Israel",70508.6338962501,transit,23.916996327758444,0.49106191425402623
משואה,3605,MASSU'A,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,263.0,259.0,257.0,4.0,1970,310,6.0,2464966884.0,-251.0,712.0,10003299.0,2021,Massu'a,710.0,35.490878933453196,32.11259582577798,"32.1126,35.4909",137882,10237,"Hof HaCarmel Regional Council, Israel","300 St 309, Masu'a",89157.3164566509,transit,31.353554678513554,0.6466204178692715
משואות יצחק,620,MASSU'OT YIZHAQ,6,הדרום,61,אשקלון,611.0,34.0,מועצה אזורית שפיר,,1.0,685.0,685.0,685.0,0.0,1949,320,3.0,1706362348.0,60.0,631.0,10001821.0,2021,Massu'ot Yizhaq,,34.68938631355745,31.702813248521995,"31.7028,34.6894",181741,11372,"Hof HaCarmel Regional Council, Israel","Masu'ot Yitshak/Center, Masu'ot Itzhak, Israel",126019.77715134723,transit,39.89370363567095,0.6934031239585301
משכיות,3785,MASKIYYOT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,341.0,341.0,341.0,0.0,1986,370,,2476569159.0,,712.0,10003299.0,2021,Maskiyyot,710.0,35.503841282296925,32.31771933033889,"32.3177,35.5038",,,"Hof HaCarmel Regional Council, Israel","32.3177,35.5038",71213.24303511913,transit,,
משמר איילון,670,MISHMAR AYYALON,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,573.0,572.0,565.0,1.0,1949,310,1.0,1949564208.0,135.0,426.0,10002228.0,2021,Mishmar Ayyalon,,34.94546034551148,31.871331703159115,"31.8713,34.9455",108887,9005,"Hof HaCarmel Regional Council, Israel","120, Mishmar Ayalon, Israel",103822.65945413231,transit,41.50600489004735,0.9534899432818639
משמר הירדן,732,MISHMAR HAYARDEN,2,הצפון,21,צפת,213.0,55.0,מועצה אזורית מבואות החרמון,,1.0,878.0,878.0,874.0,0.0,1949,310,9.0,2563476779.0,231.0,253.0,10004540.0,2021,Mishmar HaYarden,211.0,35.59913080991911,33.00455724085061,"33.0046,35.5991",107886,7356,"Hof HaCarmel Regional Council, Israel","HaMoshava St 102, Mishmar HaYarden",59484.77302595157,transit,29.111634433581518,0.5513669338556585
משמר השרון,194,MISHMAR HASHARON,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,613.0,613.0,587.0,0.0,1933,330,15.0,1911269590.0,19.0,409.0,15000060.0,2021,Mishmar HaSharon,,34.90339732158039,32.35658130021676,"32.3566,34.9034",39185,3299,"Hof HaCarmel Regional Council, Israel","7, Mishmar HaSharon kibbutz, Israel",50664.80483010972,transit,55.28744995101395,1.2929642677072788
מתת,1184,MATTAT,2,הצפון,24,עכו,244.0,52.0,מועצה אזורית מעלה יוסף,,1.0,222.0,222.0,209.0,0.0,1979,370,19.0,2337577178.0,804.0,255.0,10004484.0,2021,Mattat,212.0,35.35746034550284,33.04106374747336,"33.0411,35.3575",96057,8753,"Hof HaCarmel Regional Council, Israel","2, Mattat, Israel",41924.25650021039,transit,17.242925100052254,0.43645186191751134
מתתיהו,3648,MATTITYAHU,7,אזור יהודה ושומרון,74,ראמאללה,,73.0,מועצה אזורית מטה בנימין,,1.0,922.0,922.0,921.0,0.0,1981,320,8.0,2032564853.0,263.0,711.0,10004054.0,2021,Mattityahu,710.0,35.03306580710122,31.92964742817032,"31.9296,35.0331",111118,8316,"Hof HaCarmel Regional Council, Israel","Ha-Rav Kotler St 27, Matityahu",97195.30110913054,transit,42.07588792603054,0.8747034783665161
נאות גולן,4551,NE'OT GOLAN,2,הצפון,29,גולן,294.0,71.0,מועצה אזורית גולן,,1.0,669.0,660.0,623.0,9.0,1967,310,6.0,2650474363.0,312.0,219.0,10004579.0,2021,Ne'ot Golan,211.0,35.69103371939473,32.78638987012227,"32.7864,35.6910",120879,9892,"Hof HaCarmel Regional Council, Israel","131, Ne'ot Golan",63810.397322336066,transit,23.222546538658495,0.527886542098595
נאות הכיכר,1124,NE'OT HAKIKKAR,6,הדרום,62,באר שבע,624.0,51.0,מועצה אזורית תמר,,1.0,442.0,442.0,409.0,0.0,1961,310,10.0,2360653810.0,-349.0,656.0,10001911.0,2021,Ne'ot HaKikkar,,35.37817056999148,30.933689083350753,"30.9337,35.3782",274040,16970,"Hof HaCarmel Regional Council, Israel","63, Neot HaKikar, Israel",210820.93540250603,transit,44.72335695044324,0.7693071646566415
נאות מרדכי,408,NE'OT MORDEKHAY,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,675.0,674.0,639.0,1.0,1946,330,15.0,2560578503.0,75.0,253.0,10004591.0,2021,Ne'ot Mordekhay,211.0,35.59671708144514,33.16000855392811,"33.1600,35.5967",133128,8246,"Hof HaCarmel Regional Council, Israel","1, Neot Mordechai, Israel",67675.65768114352,transit,29.545521180222735,0.5083502920583463
